"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"57","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:13:15:48 +0000","POST /datalab HTTP/1.1",NA,NA,"http://31.14.135.81:3000/","datalab <IMG SRC=javascript:alert('XSS')> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",NA
"58","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:13:32:21 +0000","GET / HTTP/1.1",200,1040,NA,"datalab <IMG SRC=""javascript:alert('XSS');""> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","55"
"59","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:13:32:21 +0000","GET /css/index.css HTTP/1.1",200,945,"http://31.14.135.81:3000/","datalab <IMG SRC=""javascript:alert('XSS');""> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","65"
"60","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:13:32:21 +0000","GET /img/logo.png HTTP/1.1",200,34463,"http://31.14.135.81:3000/","datalab <IMG SRC=""javascript:alert('XSS');""> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","59"
"61","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:13:34:21 +0000","POST /datalab HTTP/1.1",NA,NA,"http://31.14.135.81:3000/","datalab <IMG SRC=""javascript:alert('XSS');""> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",NA
"62","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:13:36:21 +0000","POST /datalab HTTP/1.1",NA,NA,"http://31.14.135.81:3000/","datalab <IMG SRC=""javascript:alert('XSS');""> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",NA
"63","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:13:36:46 +0000","GET / HTTP/1.1",200,1040,NA,"datalab <IMG SRC=javascript:alert('XSS')> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","1"
"64","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:13:36:46 +0000","GET /css/index.css HTTP/1.1",200,945,"http://31.14.135.81:3000/","datalab <IMG SRC=javascript:alert('XSS')> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","1"
"65","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:13:36:47 +0000","GET /img/logo.png HTTP/1.1",200,34463,"http://31.14.135.81:3000/","datalab <IMG SRC=javascript:alert('XSS')> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","815"
"66","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:13:38:46 +0000","POST /datalab HTTP/1.1",NA,NA,"http://31.14.135.81:3000/","datalab <IMG SRC=javascript:alert('XSS')> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",NA
"67","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:13:40:46 +0000","POST /datalab HTTP/1.1",NA,NA,"http://31.14.135.81:3000/","datalab <IMG SRC=javascript:alert('XSS')> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",NA
"68","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:13:41:11 +0000","GET / HTTP/1.1",200,1040,NA,"datalab <IMG SRC=JaVaScRiPt:alert('XSS')> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","18"
"69","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:13:41:11 +0000","GET /css/index.css HTTP/1.1",200,945,"http://31.14.135.81:3000/","datalab <IMG SRC=JaVaScRiPt:alert('XSS')> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","4"
"70","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:13:41:11 +0000","GET /img/logo.png HTTP/1.1",200,34463,"http://31.14.135.81:3000/","datalab <IMG SRC=JaVaScRiPt:alert('XSS')> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","2"
"71","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:13:43:11 +0000","POST /datalab HTTP/1.1",NA,NA,"http://31.14.135.81:3000/","datalab <IMG SRC=JaVaScRiPt:alert('XSS')> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",NA
"72","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:13:45:11 +0000","POST /datalab HTTP/1.1",NA,NA,"http://31.14.135.81:3000/","datalab <IMG SRC=JaVaScRiPt:alert('XSS')> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36",NA
"73","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:13:45:26 +0000","GET / HTTP/1.1",200,1040,NA,"datalab <IMG SRC=javascript:alert(""XSS"")> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","49"
"74","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:13:45:27 +0000","GET /css/index.css HTTP/1.1",200,945,"http://31.14.135.81:3000/","datalab <IMG SRC=javascript:alert(""XSS"")> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","4"
"75","::ffff:192.108.116.88",NA,NA,"18/Dec/2017:13:45:27 +0000","GET /img/logo.png HTTP/1.1",200,34463,"http://31.14.135.81:3000/","datalab <IMG SRC=javascript:alert(""XSS"")> Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.81 Safari/537.36","10"
